post_id,platform,content_type,category,creator_type,follower_count,account_age_days,hook_strength,relatability_score,thumbnail_quality,caption_length,hashtag_count,trending_audio,call_to_action,video_duration,post_time,day_of_week,emotion_trigger,views,likes,comments,shares,saves,impressions,reach,watch_time_avg,completion_rate,engagement_rate,first_3sec_retention,viral
383,Instagram,Post,Entertainment,brand,2423,1875,7,1,3,126,26,1,1,41,13,1,funny,1708,202,22,37,19,2569,1561,29.95,0.73,0.164,0.91,0
384,TikTok,Reel,Tech,individual,539,1375,1,8,6,94,8,0,1,148,1,2,fear,1366,115,20,9,32,1797,1208,60.81,0.41,0.129,0.28,1
385,TikTok,Post,Entertainment,influencer,46690,1256,1,1,7,296,13,1,0,111,15,3,curiosity,41565,3826,916,858,426,81492,57473,53.13,0.48,0.145,0.25,0
386,TikTok,Short,Meme,brand,129,1622,1,7,10,54,11,0,1,5,20,3,fear,1711,98,29,12,51,2921,1946,2.59,0.52,0.111,0.31,1
387,Instagram,Video,Entertainment,individual,106,814,3,10,10,193,22,0,0,22,0,3,inspiration,947,98,41,17,33,2258,1829,2.11,0.1,0.2,0.31,1
388,YouTube,Video,Entertainment,brand,32627,446,6,3,7,242,22,0,0,25,4,3,curiosity,25208,1796,934,439,208,61732,38779,8.69,0.35,0.134,0.9,0
389,TikTok,Video,Entertainment,brand,1500,73,1,6,1,64,37,0,0,171,0,1,funny,2551,276,77,38,57,5951,4038,114.79,0.67,0.176,0.1,0
390,TikTok,Reel,Entertainment,brand,780,1465,3,7,1,257,4,1,0,124,2,5,neutral,1407,92,33,27,49,3243,1897,11.56,0.09,0.143,0.32,0
391,YouTube,Post,Entertainment,influencer,6366,959,5,1,9,206,37,0,1,126,0,4,inspiration,14090,1134,245,149,313,25852,16418,121.24,0.96,0.131,0.73,1
392,YouTube,Post,Entertainment,influencer,33770,870,3,3,10,146,15,1,1,82,2,2,funny,72231,6330,1471,514,662,165595,129249,19.97,0.24,0.124,0.45,1
393,YouTube,Reel,Education,individual,1209,839,5,9,9,267,18,0,0,24,9,1,funny,1652,165,33,42,48,3404,2334,22.8,0.95,0.174,0.62,0
394,TikTok,Reel,Entertainment,individual,881,1022,4,6,10,119,34,1,1,41,6,1,curiosity,4295,261,185,50,131,8628,6753,5.67,0.14,0.146,0.69,1
395,TikTok,Reel,Meme,influencer,1008,609,4,1,3,158,21,1,0,13,8,1,fear,931,60,17,23,24,1175,987,6.89,0.53,0.133,0.68,0
396,Instagram,Video,Meme,influencer,1461,1078,10,5,7,177,18,0,0,86,17,5,fear,9054,956,397,219,324,14346,12269,69.68,0.81,0.209,1,1
397,YouTube,Post,Meme,influencer,2573,1965,4,1,5,73,26,0,1,93,12,5,fear,4937,302,183,70,49,9626,4970,38.96,0.42,0.122,0.43,0
398,TikTok,Short,Entertainment,individual,13522,1250,3,7,7,103,22,0,1,159,21,2,curiosity,25273,1755,518,230,735,40827,30078,82.79,0.52,0.128,0.36,0
399,YouTube,Video,Tech,individual,10202,289,5,9,7,225,4,0,0,73,16,6,fear,13437,1180,506,359,228,31545,22432,56.65,0.78,0.169,0.67,0
400,TikTok,Post,Tech,individual,156845,444,1,5,1,140,2,0,1,167,14,3,neutral,50354,4896,1131,637,1728,77225,56929,13.94,0.08,0.167,0.36,0
401,Instagram,Short,Education,influencer,3934,656,10,4,1,93,12,1,0,165,4,5,funny,4436,410,185,59,23,5853,3691,80.16,0.49,0.153,1,0
402,Instagram,Video,Education,individual,233,1895,5,7,6,227,1,1,0,113,12,3,fear,4571,139,182,126,45,11033,7910,12.67,0.11,0.108,0.63,1
403,Instagram,Reel,Meme,individual,536,1509,9,10,2,104,5,1,0,94,18,4,funny,1675,151,25,42,66,2111,1067,36.72,0.39,0.17,1,1
404,TikTok,Reel,Tech,brand,21488,1308,6,1,10,183,21,1,0,93,17,6,fear,32918,1227,1089,935,1163,73219,61222,91.41,0.98,0.134,0.76,0
405,YouTube,Short,Motivation,brand,399,467,6,1,5,259,34,1,1,105,6,6,neutral,3248,230,36,87,17,5341,4645,99.31,0.95,0.114,0.75,1
406,TikTok,Video,Entertainment,influencer,3279,1968,1,4,10,12,26,0,1,56,8,3,neutral,4577,417,79,53,151,7386,4819,26.51,0.47,0.153,0.3,0
407,Instagram,Short,Motivation,influencer,18600,951,9,7,1,234,24,1,0,60,4,3,fear,21975,2450,717,304,403,39272,33094,25.89,0.43,0.176,1,0
408,TikTok,Reel,Tech,influencer,2338,1174,4,9,4,123,30,1,0,136,21,6,neutral,8088,393,373,209,173,17381,9606,57.09,0.42,0.142,0.47,1
409,TikTok,Video,Motivation,brand,11427,1309,3,6,2,173,29,1,1,46,8,7,inspiration,25176,1878,675,384,329,32022,18548,8,0.17,0.13,0.36,1
410,YouTube,Post,Meme,individual,1301,668,9,7,2,273,6,1,1,45,7,3,curiosity,3889,122,106,41,72,5141,3624,19.89,0.44,0.088,1,1
411,TikTok,Video,Tech,influencer,2019,960,2,5,1,256,34,0,1,120,12,6,fear,12411,1469,322,190,239,27139,18765,40.3,0.34,0.179,0.43,1
412,Instagram,Reel,Education,individual,2612,1901,9,7,7,101,15,0,0,42,10,3,curiosity,5431,460,221,87,117,9597,8529,27.74,0.66,0.163,0.93,1
413,YouTube,Post,Motivation,brand,2765,110,4,3,1,164,39,1,0,146,3,5,curiosity,9870,329,274,77,170,12464,9040,145.74,1,0.086,0.67,1
414,YouTube,Post,Entertainment,brand,518,942,1,8,10,166,1,1,0,168,18,7,curiosity,3451,347,148,96,123,7565,5557,167.96,1,0.207,0.17,1
415,Instagram,Reel,Meme,brand,7833,1346,3,5,3,260,6,0,1,129,16,1,curiosity,7339,398,309,149,230,13413,8439,58.8,0.46,0.148,0.39,0
416,YouTube,Short,Meme,individual,1411,1317,9,6,5,213,10,1,0,6,17,1,fear,7506,400,162,169,230,18677,10100,3.21,0.54,0.128,1,1
417,YouTube,Video,Motivation,influencer,1126,305,2,8,2,87,3,0,0,145,3,3,neutral,1792,102,75,21,54,2934,2158,31.49,0.22,0.141,0.27,0
418,Instagram,Video,Tech,brand,34899,191,5,4,8,80,5,0,0,143,11,2,funny,34221,3719,1507,836,493,43412,29640,116.48,0.81,0.192,0.66,0
419,TikTok,Post,Motivation,brand,4501,258,3,1,8,85,18,1,0,29,11,7,curiosity,9874,595,191,168,240,24025,13643,19.06,0.66,0.121,0.38,1
420,Instagram,Reel,Motivation,influencer,132,174,4,10,7,84,33,1,1,165,1,5,inspiration,729,58,28,13,27,1611,1281,157.09,0.95,0.173,0.51,1
421,Instagram,Reel,Tech,influencer,2465,1872,1,7,6,83,15,0,0,72,21,6,inspiration,3527,283,54,45,130,4752,2846,30.65,0.43,0.145,0.32,0
422,YouTube,Post,Education,influencer,7316,1398,8,4,7,124,35,0,1,70,20,2,fear,13918,1637,508,211,206,19808,14101,51.72,0.74,0.184,0.87,0
423,YouTube,Reel,Tech,influencer,11160,680,7,9,4,290,31,1,1,162,12,3,curiosity,16647,849,684,336,648,21351,14059,61.78,0.38,0.151,0.9,0
424,Instagram,Video,Meme,brand,3188,167,10,10,3,275,5,0,1,66,16,5,inspiration,2403,271,54,27,56,5829,4768,54.72,0.83,0.17,1,0
425,Instagram,Video,Entertainment,brand,7034,1985,6,5,3,235,24,1,0,99,16,1,curiosity,11474,364,484,88,453,16735,9976,62.08,0.63,0.121,0.8,0
426,YouTube,Video,Entertainment,individual,8127,670,8,1,3,290,18,1,0,97,20,2,fear,9593,495,455,172,170,15689,9145,84.97,0.88,0.135,0.92,0
427,YouTube,Video,Education,influencer,311,757,8,6,3,298,17,0,0,169,12,2,inspiration,591,24,7,7,6,721,521,31.06,0.18,0.074,1,0
428,YouTube,Reel,Entertainment,individual,3619,1165,3,10,5,67,33,1,0,11,12,3,curiosity,257,21,12,6,5,484,304,2.04,0.19,0.171,0.39,0
429,YouTube,Video,Meme,individual,2406,1362,5,4,6,283,34,0,1,85,17,2,fear,83448,7642,2035,1810,535,187249,147263,34.43,0.41,0.144,0.74,1
430,Instagram,Post,Motivation,individual,1123,989,10,8,1,144,7,1,0,132,20,6,curiosity,2851,91,121,15,79,6000,3821,49.46,0.37,0.107,1,1
431,YouTube,Post,Entertainment,individual,7222,717,10,3,8,104,16,0,0,141,12,1,inspiration,10536,339,410,266,346,21851,18770,19.73,0.14,0.129,1,0
432,TikTok,Short,Motivation,brand,135,705,8,5,5,262,11,1,0,103,7,6,curiosity,1121,113,22,25,14,1605,1019,6.07,0.06,0.155,0.86,1
433,YouTube,Video,Meme,individual,4537,711,2,10,10,155,2,1,1,126,22,3,funny,50,5,1,0,1,64,53,27.55,0.22,0.14,0.33,0
434,YouTube,Video,Meme,brand,2534,603,6,5,5,179,3,0,1,76,23,3,fear,6186,506,102,50,36,7785,6169,2.92,0.04,0.112,0.86,1
435,TikTok,Post,Tech,influencer,6506,1169,9,10,1,277,5,1,0,151,10,1,curiosity,15367,680,653,127,202,33695,22876,69.55,0.46,0.108,1,1
436,TikTok,Reel,Education,individual,6475,755,3,1,4,295,14,1,0,103,17,6,funny,11497,862,188,155,187,26196,18990,61.3,0.6,0.121,0.32,0
437,YouTube,Short,Motivation,brand,18531,1130,9,3,7,289,18,0,1,87,3,3,inspiration,44319,3681,1240,1172,1705,86791,62086,44.42,0.51,0.176,1,1
438,Instagram,Reel,Motivation,individual,344,1444,5,5,2,47,0,0,0,48,14,3,funny,574,19,23,11,18,878,519,8.89,0.19,0.124,0.67,0
439,YouTube,Reel,Tech,individual,1033,34,1,6,5,17,24,1,1,172,23,4,inspiration,1813,58,64,27,26,3156,1804,37.16,0.22,0.097,0.3,0
440,TikTok,Post,Education,individual,7588,1701,1,2,7,216,23,1,0,131,18,7,fear,39127,3775,700,1020,474,85553,61005,97.83,0.75,0.153,0.31,1
441,TikTok,Video,Entertainment,brand,5778,338,7,3,6,27,15,0,1,16,19,5,inspiration,16548,1504,511,406,172,22232,14846,7.49,0.47,0.157,0.85,1
442,YouTube,Video,Meme,brand,2696,1922,7,8,5,85,35,1,1,120,7,1,fear,9449,441,464,282,230,16553,10324,22.08,0.18,0.15,0.79,1
443,YouTube,Reel,Motivation,influencer,6061,954,1,5,6,134,16,1,0,89,18,2,inspiration,8390,288,133,128,183,11843,8238,24.93,0.28,0.087,0.21,0
444,Instagram,Post,Entertainment,brand,7428,1508,10,10,8,13,20,1,1,163,20,1,neutral,34550,2768,1433,640,564,62604,53291,23.94,0.15,0.156,1,1
445,Instagram,Video,Entertainment,individual,40817,1851,8,8,7,47,15,1,1,56,14,6,funny,155208,18196,7509,2163,1133,299848,192696,11.02,0.2,0.187,1,1
446,TikTok,Post,Entertainment,brand,666,646,5,4,9,190,6,0,1,121,9,4,curiosity,1871,102,48,27,28,2415,1862,33.96,0.28,0.11,0.76,1
447,Instagram,Post,Education,brand,1435,241,10,2,3,140,8,0,0,104,16,1,fear,3162,311,96,68,109,7523,5989,2.97,0.03,0.185,1,1
448,YouTube,Post,Motivation,individual,38835,1574,1,6,1,291,30,1,1,30,22,6,fear,50683,3381,1900,570,1389,120844,108429,26.57,0.89,0.143,0.23,0
449,YouTube,Reel,Motivation,influencer,2049,1637,6,10,5,262,0,1,1,64,10,4,funny,6662,212,227,79,234,13833,8142,19.57,0.31,0.113,0.81,1
450,TikTok,Short,Tech,individual,2610,832,3,3,10,152,10,1,0,115,23,5,neutral,4692,374,140,59,175,9602,7750,68.51,0.6,0.159,0.42,0
451,YouTube,Short,Motivation,brand,2978,1279,2,9,4,153,9,1,0,113,1,3,fear,7767,861,366,225,42,9577,5032,21.06,0.19,0.192,0.4,1
452,YouTube,Post,Entertainment,individual,3301,1364,2,3,7,64,15,1,1,35,9,3,fear,2417,103,25,60,26,4740,2968,22.01,0.63,0.089,0.3,0
453,Instagram,Video,Meme,brand,2640,831,1,10,8,139,27,0,1,78,21,1,inspiration,2621,294,69,43,45,5353,4278,49.69,0.64,0.172,0.34,0
454,TikTok,Reel,Entertainment,influencer,586,1666,2,2,10,57,34,0,0,110,18,7,fear,3910,428,116,50,122,9092,7180,25.77,0.23,0.183,0.32,1
455,Instagram,Short,Motivation,brand,393,1717,10,8,10,265,7,0,0,24,7,1,curiosity,1760,65,23,34,45,2235,1579,11.21,0.47,0.095,1,1
456,TikTok,Post,Motivation,individual,498,354,3,9,3,11,36,1,1,82,21,2,inspiration,1517,146,40,35,13,2311,1701,66.48,0.81,0.154,0.38,1
457,YouTube,Reel,Meme,brand,4456,1100,5,7,6,21,5,0,1,57,15,2,fear,881,87,21,22,14,1575,797,11,0.19,0.163,0.63,0
458,TikTok,Short,Meme,brand,2508,1792,10,5,1,169,37,0,1,24,15,2,fear,93383,6942,2200,809,2271,138620,98250,18.56,0.77,0.131,1,1
459,TikTok,Short,Entertainment,influencer,5853,1252,7,1,1,285,35,1,1,11,15,3,fear,4013,229,195,90,39,7602,6361,5.75,0.52,0.138,0.82,0
460,Instagram,Short,Meme,brand,1104,725,6,2,7,113,29,1,0,53,8,4,curiosity,2982,91,39,24,34,6108,3203,28.11,0.53,0.063,0.9,1
461,Instagram,Short,Meme,brand,1522,1710,9,8,8,128,36,1,1,23,13,1,curiosity,7943,835,328,203,240,14199,11028,19.49,0.85,0.202,0.96,1
462,Instagram,Post,Entertainment,influencer,23630,1897,2,5,7,259,10,0,0,63,14,2,funny,56098,5809,2655,1596,2075,67847,35576,35.33,0.56,0.216,0.31,1
463,TikTok,Reel,Education,influencer,164,349,4,2,8,41,38,1,1,120,8,7,funny,885,32,42,12,32,1760,1321,94.1,0.78,0.133,0.63,1
464,Instagram,Video,Motivation,brand,22468,582,6,10,2,267,39,1,1,18,5,2,curiosity,24469,1051,1198,491,751,56057,42670,3.77,0.21,0.143,0.86,0
465,TikTok,Video,Motivation,brand,44659,791,7,6,9,288,11,1,0,145,3,7,fear,46572,3951,1664,335,1689,83879,55026,57.67,0.4,0.164,0.79,0
466,TikTok,Short,Entertainment,brand,9410,1651,5,10,4,289,33,0,1,11,5,5,curiosity,20811,1676,386,281,675,42682,37630,3.73,0.34,0.145,0.69,1
467,Instagram,Reel,Tech,influencer,8036,1190,7,6,6,77,28,0,0,19,0,6,curiosity,6823,545,157,157,187,13941,10525,7.66,0.4,0.153,0.93,0
468,TikTok,Short,Tech,brand,2018,921,3,2,5,282,34,1,0,133,18,5,inspiration,5340,206,256,132,96,6694,4018,75.73,0.57,0.129,0.31,1
469,Instagram,Short,Tech,influencer,10380,1635,1,1,9,29,8,1,0,63,4,7,neutral,21916,1561,797,610,178,43354,26750,49,0.78,0.144,0.29,1
470,Instagram,Reel,Meme,individual,13844,1529,7,4,4,51,26,1,1,61,1,4,fear,31372,1294,365,377,425,58877,38665,35.06,0.57,0.078,0.71,1
471,TikTok,Post,Education,individual,38716,425,10,1,8,158,21,0,1,22,1,4,funny,106081,8122,2895,3160,3974,243105,218519,8.15,0.37,0.171,1,1
472,Instagram,Reel,Tech,individual,730,1917,6,7,7,108,38,0,0,147,20,7,funny,1099,78,22,19,6,2392,1600,21.11,0.14,0.114,0.87,0
473,Instagram,Video,Education,influencer,95,319,7,1,9,150,22,0,0,106,12,2,neutral,24375,1034,632,719,314,31500,21897,65.66,0.62,0.111,0.83,1
474,Instagram,Post,Meme,individual,3590,1681,9,7,6,171,5,1,0,160,2,7,inspiration,78120,8885,3280,1235,1738,175269,104383,43.97,0.27,0.194,1,1
475,Instagram,Post,Tech,influencer,3564,885,3,8,7,117,1,1,0,117,6,5,neutral,9901,937,330,220,374,20757,16018,30.75,0.26,0.188,0.46,1
476,Instagram,Reel,Entertainment,brand,6606,1736,10,7,2,294,26,0,1,150,7,4,neutral,3649,119,61,75,71,8335,6783,77.21,0.51,0.089,1,0
477,Instagram,Reel,Meme,brand,6158,817,1,4,10,56,4,1,1,53,4,2,fear,6991,693,172,202,235,10851,6665,45.55,0.86,0.186,0.15,0
478,TikTok,Post,Meme,brand,8369,569,1,5,4,12,36,1,0,147,18,5,fear,3969,264,57,86,117,4763,4198,106.53,0.72,0.132,0.32,0
479,Instagram,Reel,Education,brand,5739,1720,8,4,3,183,32,1,1,78,14,7,funny,9715,739,254,87,286,14709,10619,72.44,0.93,0.141,0.91,0
480,YouTube,Short,Entertainment,brand,19542,1027,8,3,3,177,34,1,1,37,12,4,inspiration,75022,4969,3421,1095,2309,180526,123053,18.66,0.5,0.157,0.84,1
481,TikTok,Post,Education,individual,932,163,4,5,2,22,21,0,0,39,14,6,curiosity,1729,121,30,20,40,3686,3135,32.81,0.84,0.122,0.52,0
482,TikTok,Reel,Education,influencer,7569,1143,4,6,3,36,24,1,0,108,5,4,fear,8609,790,304,217,56,11964,7365,33.42,0.31,0.159,0.48,0
483,TikTok,Short,Tech,brand,4170,412,7,5,8,114,3,1,0,52,23,1,funny,6317,725,245,45,218,14316,9472,38.62,0.74,0.195,0.88,0
484,TikTok,Video,Motivation,individual,3290,1227,2,1,5,78,5,0,0,71,15,4,curiosity,813,60,35,14,25,1749,989,11.59,0.16,0.165,0.28,0
485,Instagram,Short,Education,influencer,427,323,1,9,10,189,23,0,0,67,16,3,fear,608,51,18,18,12,1396,797,6.83,0.1,0.163,0.39,0
486,Instagram,Reel,Entertainment,influencer,1976,332,1,9,5,230,31,0,0,121,5,2,fear,102173,8044,4468,2456,719,237355,180503,120.81,1,0.154,0.33,1
487,Instagram,Post,Entertainment,influencer,10601,1310,10,5,10,196,21,1,1,12,16,2,fear,18297,1239,324,221,414,40779,29872,7.31,0.61,0.12,1,0
488,Instagram,Reel,Meme,individual,1158,1932,8,8,10,52,26,1,1,104,16,3,curiosity,4153,265,130,111,153,7948,6991,29.13,0.28,0.159,0.94,1
489,Instagram,Short,Entertainment,individual,938,278,6,1,4,97,22,1,1,174,2,3,inspiration,2281,132,23,16,35,2994,2337,11.33,0.07,0.09,0.78,1
490,Instagram,Post,Tech,individual,7689,298,3,2,6,143,6,1,0,137,23,7,funny,13328,1580,149,399,357,20729,18031,77.43,0.57,0.186,0.32,0
491,YouTube,Video,Tech,individual,22740,1619,1,6,5,261,5,1,0,166,13,7,inspiration,21418,1801,696,179,220,33581,22673,132,0.8,0.135,0.37,0
492,Instagram,Video,Education,brand,1201,1319,9,5,1,298,30,1,1,153,3,1,fear,2396,127,92,55,35,5133,2814,128.13,0.84,0.129,1,0
493,YouTube,Video,Tech,brand,1384,1160,5,7,3,74,8,0,0,86,12,2,curiosity,942,80,39,25,25,1252,807,2.47,0.03,0.179,0.56,0
494,TikTok,Reel,Motivation,influencer,1207,610,6,5,1,116,38,1,0,122,20,5,funny,7119,841,226,204,80,13980,7334,5.05,0.04,0.19,0.61,1
495,Instagram,Post,Motivation,brand,11654,1498,4,10,2,125,12,0,0,176,14,7,inspiration,12483,782,356,367,137,30622,17217,64.2,0.36,0.132,0.62,0
496,Instagram,Short,Meme,brand,1013,1342,3,9,9,76,28,1,0,168,6,7,curiosity,2023,68,52,31,42,4278,2717,139.27,0.83,0.095,0.33,0
497,TikTok,Post,Motivation,brand,5732,546,1,10,4,103,4,0,0,89,14,4,funny,5149,401,129,69,137,11699,7731,79.52,0.89,0.143,0.25,0
498,Instagram,Post,Motivation,influencer,2415,1715,10,2,1,295,9,0,1,66,20,6,neutral,1610,70,43,10,36,3312,2246,31.12,0.47,0.099,1,0
499,TikTok,Post,Tech,individual,9030,899,7,10,5,116,12,0,1,80,8,4,inspiration,11897,403,430,289,398,25678,20025,40.49,0.51,0.128,0.76,0
500,TikTok,Video,Motivation,individual,5199,1672,1,2,1,71,37,1,1,30,23,7,inspiration,5621,406,262,82,138,8451,7587,24.48,0.82,0.158,0.23,0
501,TikTok,Reel,Meme,individual,549,1610,7,10,3,268,37,1,0,174,18,2,fear,2974,267,40,52,31,7385,4631,73.61,0.42,0.131,0.95,1
502,TikTok,Reel,Tech,brand,15375,105,10,5,8,227,38,0,1,70,5,5,funny,66993,4175,2278,532,466,114592,83777,30.02,0.43,0.111,1,1
503,YouTube,Video,Entertainment,individual,58155,536,10,6,5,237,1,0,1,179,11,6,fear,87253,5175,3391,599,3228,157148,104514,5.65,0.03,0.142,1,0
504,Instagram,Short,Meme,individual,1292,1248,2,5,10,12,39,1,0,168,18,3,inspiration,1815,87,54,39,66,4399,3721,85.36,0.51,0.136,0.49,0
505,TikTok,Post,Education,individual,530,1651,9,1,6,137,39,0,1,145,17,5,funny,2905,106,102,72,28,4470,2526,76.17,0.53,0.106,1,1
506,TikTok,Post,Education,influencer,7979,1591,6,4,3,72,36,0,1,138,18,2,funny,55921,3246,1985,292,344,86396,66972,117.86,0.85,0.105,0.81,1
507,TikTok,Reel,Meme,individual,1112,1770,9,7,5,251,3,0,1,134,2,2,funny,4720,256,93,140,56,6565,5831,77.97,0.58,0.115,1,1
508,YouTube,Short,Tech,influencer,7085,163,5,4,7,81,33,1,1,61,20,3,fear,8028,612,162,47,155,10064,6769,8.29,0.14,0.122,0.77,0
509,TikTok,Post,Motivation,brand,19239,997,1,1,9,146,19,0,0,49,1,5,funny,37679,4077,1784,496,367,92800,63712,13.14,0.27,0.178,0.33,0
510,TikTok,Short,Motivation,individual,1138,1024,7,7,10,150,3,1,1,47,3,6,curiosity,319,17,14,7,1,651,513,24.58,0.52,0.122,0.78,0
511,YouTube,Post,Tech,individual,2658,432,4,3,2,181,15,1,1,134,23,7,funny,10685,1277,157,57,386,24087,20319,34.33,0.26,0.176,0.62,1
512,YouTube,Video,Education,brand,1146,1886,5,1,9,137,27,1,0,75,8,6,curiosity,5242,552,251,140,114,9018,5831,26.53,0.35,0.202,0.55,1
513,Instagram,Video,Tech,individual,53372,503,7,9,5,151,36,0,0,12,6,5,inspiration,56546,2741,2176,1102,622,98609,80013,4.62,0.39,0.117,0.85,0
514,TikTok,Short,Motivation,individual,6412,133,2,6,6,188,15,1,0,145,19,7,curiosity,13727,1297,183,347,414,29280,22602,106.33,0.73,0.163,0.23,1
515,YouTube,Reel,Entertainment,individual,2729,1360,5,10,9,41,37,0,1,61,21,4,fear,2125,126,98,15,55,2888,1688,28.64,0.47,0.138,0.78,0
516,TikTok,Reel,Meme,brand,2712,1725,5,1,8,262,26,0,0,20,1,7,funny,6385,370,208,188,232,14193,10615,19.15,0.96,0.156,0.62,1
517,TikTok,Reel,Tech,influencer,633,1853,8,8,4,278,19,0,0,83,23,5,funny,6899,498,226,194,162,12250,7685,30.64,0.37,0.157,1,1
518,YouTube,Post,Motivation,influencer,10850,326,4,3,2,143,9,1,0,70,23,6,neutral,17592,1477,300,221,295,42436,33950,40.61,0.58,0.13,0.65,0
519,YouTube,Short,Entertainment,influencer,2542,191,5,6,7,28,3,0,0,28,19,7,funny,11841,1282,382,155,180,21142,13320,2.87,0.1,0.169,0.74,1
520,YouTube,Reel,Tech,brand,21930,1945,1,1,8,198,39,0,0,43,22,4,neutral,14621,1427,692,189,553,32047,25041,17.11,0.4,0.196,0.12,0
521,Instagram,Short,Meme,brand,2012,959,8,6,8,47,20,1,1,114,9,2,fear,19272,1604,202,112,570,28194,17144,33.26,0.29,0.129,0.97,1
522,YouTube,Short,Meme,individual,5831,1823,1,10,3,116,4,1,1,101,19,6,funny,18274,2181,191,228,489,30666,15645,48.46,0.48,0.169,0.13,1
523,TikTok,Reel,Meme,brand,9840,1130,4,3,5,238,19,0,0,156,3,2,neutral,7642,794,356,140,232,16152,11001,20.71,0.13,0.199,0.58,0
524,Instagram,Video,Entertainment,brand,6304,1073,2,3,7,156,36,0,0,126,21,6,inspiration,10637,581,192,170,74,20465,15600,123.33,0.98,0.096,0.38,0
525,TikTok,Post,Education,influencer,1377,1771,6,1,2,285,16,0,0,44,6,4,funny,2610,308,126,40,37,4937,3666,14.71,0.33,0.196,0.68,0
526,YouTube,Short,Meme,individual,62,1755,6,4,6,32,34,1,0,71,1,1,neutral,1488,82,16,30,20,3557,3141,48.16,0.68,0.099,0.82,1
527,Instagram,Short,Entertainment,brand,15056,392,8,2,8,239,27,1,1,68,6,2,curiosity,27005,1928,312,144,247,51834,26577,44.84,0.66,0.097,0.97,0
528,TikTok,Short,Motivation,individual,9895,1225,4,2,8,290,3,1,1,25,17,7,funny,11801,410,493,182,153,26954,19444,7.33,0.29,0.105,0.67,0
529,YouTube,Video,Motivation,brand,1371,589,6,8,1,61,14,0,0,133,1,6,fear,2453,123,71,38,86,4440,3000,73.02,0.55,0.13,0.81,0
530,Instagram,Video,Meme,influencer,119,487,1,7,6,241,38,1,0,39,18,7,curiosity,330,13,11,4,1,794,624,34.88,0.89,0.088,0.17,1
531,Instagram,Post,Education,brand,1014,656,2,3,3,113,4,1,1,173,7,3,curiosity,5129,374,154,134,147,12665,9879,155.43,0.9,0.158,0.47,1
532,Instagram,Post,Meme,influencer,442,570,2,7,10,140,36,0,0,177,7,6,curiosity,1961,177,67,30,35,4004,2725,68.99,0.39,0.158,0.38,1
533,TikTok,Short,Motivation,brand,702,1334,7,10,4,156,5,0,1,157,8,4,curiosity,537,56,25,7,20,1109,659,124.92,0.8,0.201,0.98,0
534,TikTok,Post,Tech,brand,1053,1578,7,1,1,148,5,1,0,152,2,4,funny,1758,101,49,25,35,4217,2918,148.89,0.98,0.119,0.73,0
535,Instagram,Video,Motivation,individual,15680,1566,6,10,10,192,16,0,1,30,19,1,inspiration,12694,869,177,259,127,20457,15769,16.63,0.55,0.113,0.6,0
536,YouTube,Video,Entertainment,individual,5586,1089,1,6,6,272,14,1,1,143,23,7,fear,15988,851,623,442,211,39479,24181,130.06,0.91,0.133,0.19,1
537,Instagram,Reel,Tech,individual,4545,1791,8,5,1,32,12,1,0,58,20,1,curiosity,11150,1123,545,72,372,17584,13106,18.84,0.32,0.189,0.97,1
538,Instagram,Short,Motivation,influencer,390,880,9,2,6,85,19,1,1,91,5,2,fear,449,41,20,7,9,823,601,84.54,0.93,0.171,1,0
539,YouTube,Post,Motivation,brand,1098,1221,9,9,3,111,25,0,0,44,5,6,neutral,6619,727,319,176,33,11094,8216,17.97,0.41,0.19,1,1
540,Instagram,Video,Tech,influencer,260,638,6,9,3,56,34,0,1,18,1,5,fear,5042,173,222,108,101,11459,6383,7.54,0.42,0.12,0.61,1
541,Instagram,Video,Tech,individual,7883,1812,5,7,9,158,7,0,0,78,18,1,curiosity,3534,305,75,103,92,6057,5009,32.35,0.41,0.163,0.69,0
542,TikTok,Reel,Education,individual,1309,69,9,7,4,118,0,0,1,72,23,4,fear,158175,10699,5120,1531,3272,350393,292991,44.07,0.61,0.13,1,1
543,TikTok,Video,Entertainment,influencer,11867,1679,4,5,4,237,15,0,0,157,13,3,neutral,16649,1598,425,263,167,33472,21337,129.53,0.83,0.147,0.68,0
544,TikTok,Video,Motivation,brand,1462,996,9,8,9,34,21,1,1,150,11,7,funny,4926,292,106,57,49,8630,5906,88.07,0.59,0.102,0.95,1
545,TikTok,Reel,Tech,influencer,53073,1164,8,1,7,28,33,1,1,54,14,6,neutral,127992,12063,3509,1582,864,195439,152025,27.34,0.51,0.141,0.91,1
546,YouTube,Video,Meme,individual,966,1659,1,8,10,179,11,1,0,46,12,2,inspiration,928,94,31,21,14,1671,1237,24.42,0.53,0.172,0.32,0
547,Instagram,Video,Meme,individual,1143,1875,9,9,7,69,8,1,0,59,20,7,neutral,2175,174,50,34,60,4148,3301,30.17,0.51,0.146,1,0
548,TikTok,Post,Tech,influencer,4718,1699,6,4,5,39,17,1,1,103,2,6,funny,13924,456,556,333,534,24453,15460,7.47,0.07,0.135,0.78,1
549,YouTube,Post,Meme,individual,3628,450,6,4,1,210,0,1,0,62,2,7,inspiration,7106,402,116,112,135,15455,10879,36.54,0.59,0.108,0.78,0
550,TikTok,Post,Education,individual,2344,458,9,9,4,200,14,0,1,132,21,2,funny,4855,229,92,57,100,7638,4380,86.87,0.66,0.098,1,1
